ent_num,SDN_name,SDN_type,Program,Title,Call_Sign,Vess_type,Tonnage,GRT,Vess_flag,Vess_owner,Remarks
15830,"COMMANDER NAZIR GROUP",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15831,"WAZIR, Malang","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1975."
15832,"GHALI, Iyad ag","individual","SDGT] [HOSTAGES-EO14078",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1954; POB Abeibara, Kidal Region, Mali; nationality Mali; Gender Male; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Linked To: JAMA'AT NUSRAT AL-ISLAM WAL-MUSLIMIN."
15835,"VALLARTA ESCALANTE, Luis Francisco","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 24 Nov 1979; POB Torreon, Coahuila de Zaragoza, Mexico; R.F.C. VAEL791124NXA (Mexico); C.U.R.P. VAEL791124HCLLSS07 (Mexico); Linked To: GRUPO IMPERGOZA, S.A. DE C.V.; Linked To: SOCIALIKA RENTAS Y CATERING, S.A. DE C.V."
15836,"SANCHEZ ARELLANO, Luis Fernando","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 24 Oct 1973; POB Baja California, Mexico; nationality Mexico; citizen Mexico."
15838,"LOS CABALLEROS TEMPLARIOS",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15840,"KARNER, Mihael","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 13 Mar 1975; POB Ljubljana, Slovenia; nationality Slovenia; Passport PZ2420022110 (Slovenia); alt. Passport PB06005902 (Slovenia); Personal ID Card 00246412491303975500493 (Slovenia) expires 17 Dec 2018; alt. Personal ID Card 002464124 (Slovenia) expires 17 Dec 2018; Linked To: MERIDEIS D.O.O.; Linked To: PANYA AG; Linked To: VELINVESTMENT D.O.O.; Linked To: SAGAX INVESTMENT GROUP LTD.; Linked To: KALLIOPE LIMITED; Linked To: KARNER D.O.O. LJUBLJANA; Linked To: NORTHSTAR TRADING CORPORATION; Linked To: AMMERSHAM COMMERCIAL VENTURES LIMITED; Linked To: NORTH GROUP HOLDING CORP."
15842,"ORELLANA MORALES, Jairo Estuardo","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 28 Sep 1973; POB Zacapa, Guatemala; nationality Guatemala; citizen Guatemala; Cedula No. R-19 42080 (Guatemala); Passport 111904000420805 (Guatemala) issued 28 Aug 2008 expires 28 Aug 2013; a.k.a. 'EL PELON'."
15843,"VILLA SANCHEZ, Arnoldo","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 31 Jan 1974; POB Guerrero, Mexico; nationality Mexico; Tax ID No. 39037400668 (Mexico); C.U.R.P. VISA740131HGRLNR07 (Mexico)."
15844,"LOZA HERNANDEZ, Miguel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Dec 1961; POB Fresnillo, Zacatecas, Mexico; nationality Mexico; Tax ID No. 06796108238 (Mexico); C.U.R.P. LOHM611211HZSZRG11 (Mexico)."
15846,"SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RFC SES-010905-VE6 (Mexico)."
15847,"LOS CACHIROS",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15852,"ANSAR AL-DINE",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15853,"SAMBOUK SHIPPING FZC",-0- ,"IRAN",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15854,"T.F.M.C. THE FOOD MANAGEMENT CORPORATION LTD",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Commercial Registry Number 513174466 (Israel)."
15855,"FERNANDEZ DE LUNA, Jesus","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 10 Oct 1969; POB Coahuila, Mexico; nationality Mexico; citizen Mexico; C.U.R.P. FELJ691014HCLRNS07 (Mexico); RFC FELJ691014AV2 (Mexico); Linked To: COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L."
15857,"FUNDACION ISSARA",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 1333398-1-28957 (Panama)."
15859,"BADR","vessel","IRAN",-0- ,"EQJU",-0- ,-0- ,-0- ,"Iran",-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8407345; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15860,"FERNANDEZ DE LUNA, Gerardo","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 18 Jul 1957; POB Coahuila, Mexico; citizen Mexico; R.F.C. FELG570718192 (Mexico); C.U.R.P. FELG570718HCLRNR04 (Mexico); Linked To: COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L."
15861,"GONZALEZ MUNIZ, Esperanza Maria","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Jan 1970; POB Coahuila, Mexico; citizen Mexico; R.F.C. GOME700123SMA (Mexico); C.U.R.P. GOME700123MCLNXS05 (Mexico); Linked To: COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L."
15862,"FERNANDEZ GONZALEZ, Carolina","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 16 Dec 1992; POB Nuevo Leon, Mexico; alt. POB Coahuila, Mexico; nationality Mexico; citizen Mexico; C.U.R.P. FEGC921216MNLRNR07 (Mexico)."
15863,"GONZALEZ MUNIZ, Emilio Guillermo","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 06 Apr 1974; POB Coahuila, Mexico; nationality Mexico; citizen Mexico; R.F.C. GOME740406L12 (Mexico); C.U.R.P. GOME740406HCLNXM04 (Mexico); Linked To: COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L."
15864,"COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"R.F.C. GCM100208902 (Mexico)."
15865,"IMPAN-COL, S.A.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 3058-123-47645 (Panama)."
15866,"CHAPS INVESTMENT INC.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 63315-21-354702 (Panama)."
15867,"INVERSORA PANACOL S.A.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 720126-1-472906 (Panama)."
15868,"C.I. CAFFEE VALORES S.A.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Public Registration Number 467323, Doc. 694710 (Panama)."
15869,"COMPANIA REAL DE PANAMA S.A.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 347674-1-417135 (Panama)."
15871,"CLAN DEL GOLFO",-0- ,"SDNTK] [ILLICIT-DRUGS-EO14059",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15879,"DROGANOV, Aleksey O.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Oct 1975; POB Lesnoi Settlement, Pushkin Area, Moscow Region, Russia."
15880,"KARPOV, Pavel","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 27 Aug 1977; POB Moscow, Russia."
15881,"KOMNOV, Dmitriy","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 17 May 1977; POB Kashira Region, Moscow, Russia."
15882,"KHIMINA, Yelena","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Sep 1953; POB Moscow, Russia."
15885,"KRIVORUCHKO, Aleksey","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Aug 1977; POB Moscow Region, Russia."
15886,"KUZNETSOV, Artem","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 28 Feb 1975; POB Baku, Azerbaijan."
15888,"LOGUNOV, Oleg","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 04 Feb 1962; POB Irkutsk Region, Russia."
15889,"VILLARROEL RAMIREZ, Vassyly Kotosky","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 27 Mar 1972; POB Caracas, Venezuela; nationality Venezuela; citizen Venezuela; Cedula No. 11295239 (Venezuela)."
15890,"PECHEGIN, Andrey I.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 24 Sep 1965; POB Moscow Region, Russia."
15891,"PODOPRIGOROV, Sergei G.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 08 Jan 1974; POB Moscow, Russia."
15892,"PROKOPENKO, Ivan Pavlovitch","individual","MAGNIT] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 28 Sep 1973; POB Vinnitsa, Ukraine; nationality Russia; alt. nationality Ukraine; citizen Russia; alt. citizen Ukraine; Gender Male; Tax ID No. 773407989940 (Russia)."
15893,"SILCHENKO, Oleg F.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Jun 1977; POB Samarkand, Uzbekistan."
15894,"STASHINA, Yelena","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 05 Nov 1963; POB Tomsk, Russia."
15895,"STEPANOVA, Olga G.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Jul 1962; POB Moscow, Russia."
15896,"TOLCHINSKIY, Dmitri M.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 May 1982; POB Moscow, Russia."
15897,"UKHNALYOVA, Svetlana","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 Mar 1973; POB Moscow, Russia."
15898,"VINOGRADOVA, Natalya V.","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 16 Jun 1973; POB Michurinsk, Russia."
15900,"BOGATIROV, Letscha","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 Mar 1975; POB Atschkoi, Chechen Republic, Russia."
15901,"DUKUZOV, Kazbek","individual","MAGNIT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1974; POB Urus-Martan District, Chechen Republic, Russia."
15902,"STARLA","vessel","IRAN",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569621; f.k.a. 'ATLANTIS'; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15903,"DANIEL","vessel","IRAN",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569683; f.k.a. 'DEMOS'; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15904,"DINO I","vessel","IRAN",-0- ,"5IM411","Crude Oil Tanker",-0- ,-0- ,"Iran","NITC","Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569671; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15905,"MARIA III","vessel","IRAN",-0- ,-0- ,"LPG Tanker",-0- ,-0- ,"Panama","NITC","Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9615092; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15906,"DORENA","vessel","IRAN",-0- ,"5IM632","Crude Oil Tanker",-0- ,-0- ,"Iran","NITC","Former Vessel Flag Tanzania; Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9569669; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15907,"YOUNES","vessel","IRAN",-0- ,"EQYY","Platform Supply Ship",-0- ,-0- ,"Iran",-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 8212465; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15908,"DAN","vessel","IRAN",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Vessel Registration Identification IMO 9357729; Linked To: NATIONAL IRANIAN TANKER COMPANY."
15909,"ALUMINAT",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15910,"PARS AMAYESH SANAAT KISH",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15911,"KHAKI, Parviz","individual","NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 26 Aug 1968; POB Tehran, Iran; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'MARTIN'."
15912,"TAGHTIRAN KASHAN COMPANY",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15913,"TAPIA QUINTERO, Jose Guadalupe","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 19 Feb 1971; POB Sinaloa, Mexico; nationality Mexico; citizen Mexico; C.U.R.P. TAQG710219HSLPND08 (Mexico)."
15914,"PISHRO SYSTEMS RESEARCH COMPANY",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15917,"NOORZAI, Haji Kotwal","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1961; alt. DOB 1960; alt. DOB 1962; alt. DOB 1958; alt. DOB 1957; alt. DOB 1959; POB Nahr-e Saraj Village, Nahr-e Saraj District, Helmand Province, Afghanistan; nationality Afghanistan; a.k.a. 'KHOTWAL, Haji'; a.k.a. 'KHOOTWAL, Haji'; a.k.a. 'KOOTWAL, Haji'."
15918,"AL-DUNYA TELEVISION",-0- ,"SYRIA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
15922,"TRANS MULTI MECHANICS CO. LTD.",-0- ,"NPWMD",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
15923,"CHANG, Wen-Fu","individual","NPWMD",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 01 Apr 1965; nationality Taiwan; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Passport 211606395 (Taiwan)."
15943,"BRACRO S.A.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"RUC # 990805-1-534158 (Panama)."
15945,"AL-JAWLANI, Abu Muhammad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1977; alt. DOB 1975; alt. DOB 1976; alt. DOB 1978; alt. DOB 1979; nationality Syria; a.k.a. 'AL-FATIH'."
15948,"ZOLAL IRAN COMPANY",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15949,"BUJAR, Farhad","individual","NPWMD] [IFSR","Managing Director, TESA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport R10789966; Managing Director, TESA."
15950,"BANDAR IMAM PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 6301 (Iran); a.k.a. 'BIPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15951,"BU ALI SINA PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15952,"MOBIN PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.mobinpc.net; Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 837 (Iran); a.k.a. 'MPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15953,"NOURI PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.bpciran.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 941 (Iran); Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15954,"PARS PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.parspc.net; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'P.P.C.'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15955,"SHAHID TONDGOYAN PETROCHEMICAL COMPANY",-0- ,"IRAN] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.stpc.ir; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'STPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO."
15956,"SHAZAND PETROCHEMICAL COMPANY",-0- ,"IRAN",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15957,"TABRIZ PETROCHEMICAL COMPANY",-0- ,"IRAN",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15959,"ANDISHEH ZOLAL",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15961,"JASHNSAZ, Seifollah","individual","IRAN","Chairman & Director, Naftiran Intertrade Co. (NICO) Sarl; Chairman & Director, Naft Iran Intertrade Company Ltd.; Director, Hong Kong Intertrade Company",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 22 Mar 1958; POB Behbahan, Iran; nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport R17589399 (Iran); alt. Passport T23700825 (Iran); Chairman & Director, Naftiran Intertrade Co. (NICO) Sarl; Chairman & Director, Naft Iran Intertrade Company Ltd.; Director, Hong Kong Intertrade Company; Chairman of the Board of Directors, Iranian Oil Company (U.K.) Limited; Chairman & Director, Petro Suisse Intertrade Company."
15962,"NIKOUSOKHAN, Mahmoud","individual","IRAN","Finance Director, National Iranian Oil Company; Director, Hong Kong Intertrade Company; Director, Petro Suisse Intertrade Company",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 01 Jan 1961 to 31 Dec 1962; nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport U14624657 (Iran); Finance Director, National Iranian Oil Company; Director, Hong Kong Intertrade Company; Director, Petro Suisse Intertrade Company."
15964,"POURANSARI, Hashem","individual","IRAN","Managing Director, Asia Energy General Trading",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport B19488852 (Iran); Managing Director, Asia Energy General Trading."
15965,"BAHADORI, Masoud","individual","IRAN","Managing Director, Petro Suisse Intertrade Company",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport T12828814 (Iran); Managing Director, Petro Suisse Intertrade Company."
15966,"PETRO GREEN",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15967,"VAZIRI, Hossein Nosratollah","individual","NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 21 Mar 1961; POB Damghan, Iran; nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport R19246338 (Iran)."
15968,"GLOBAL SEA LINE CO LTD",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address globalsealine@gmail.com; Additional Sanctions Information - Subject to Secondary Sanctions."
15969,"ENERGY GLOBAL INTERNATIONAL FZE",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address MD@energyglobal.info; Additional Sanctions Information - Subject to Secondary Sanctions."
15970,"BERCIAN MANCHON, Moris Alexander","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 30 Oct 1984; POB San Salvador, El Salvador; nationality El Salvador; a.k.a. 'EL BARNEY'."
15971,"CISNEROS RODRIGUEZ, Jose Misael","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 02 Oct 1976; POB Agua Caliente, Chalatenango, El Salvador; nationality El Salvador; a.k.a. 'MEDIO MLON'; a.k.a. 'HALF MILLION'."
15972,"MONTERROSA-LARIOS, Marvin Geovanny","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 21 May 1974; POB San Miguel, San Miguel, El Salvador; nationality El Salvador; a.k.a. 'ENANO'."
15973,"RIVERA-LUNA, Moises Humberto","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 May 1969; POB San Salvador, El Salvador; nationality El Salvador; a.k.a. 'VIEJO SANTOS'; a.k.a. 'SANTOS'."
15974,"TURCIOS ANGEL, Saul Antonio","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 17 May 1978; POB Zaragoza, La Libertad, El Salvador; nationality El Salvador; a.k.a. 'EL TRECE'; a.k.a. 'SHAYBOYS'."
15975,"HENRIQUEZ SOLORZANO, Borromeo Enrique","individual","TCO",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 27 Jul 1978; POB San Salvador, El Salvador; nationality El Salvador; a.k.a. 'EL DIABLO PEQUENO'; a.k.a. 'EL DIABLO'; a.k.a. 'EL DIABLITO'; a.k.a. 'EL DIABLITO DE HOLLYWOOD'."
15978,"UR-CKF","aircraft","SDGT] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Construction Number (also called L/N or S/N or F/N) 341; Aircraft Manufacture Date 20 Dec 1998; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3341; Additional Sanctions Information - Subject to Secondary Sanctions."
15979,"UR-CKG","aircraft","SDGT] [NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Construction Number (also called L/N or S/N or F/N) 362; Aircraft Manufacture Date 16 Nov 1999; Aircraft Model BAe-146 Avro RJ100; Aircraft Operator Mahan Air; Aircraft Manufacturer's Serial Number (MSN) 3362; Additional Sanctions Information - Subject to Secondary Sanctions."
15981,"KYRGYZ TRANS AVIA",-0- ,"SDGT] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15982,"KIM, Lidia","individual","SDGT] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Mar 1955; citizen Kyrgyzstan; Additional Sanctions Information - Subject to Secondary Sanctions; Passport 02NO133036 (Russia); alt. Passport AN1912357."
15985,"SIRJANCO TRADING L.L.C.",-0- ,"SDGT] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15986,"ARABNEJAD, Hamid","individual","SDGT] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 16 Apr 1961; alt. DOB 03 May 1956; nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Passport E1929795 (Iran) expires 25 May 2010; alt. Passport V08716254 (Iran) expires 15 Jul 2011; alt. Passport V11630399 (Iran) expires 20 Jun 2012; alt. Passport U8356901 (Iran) expires 09 May 2011; alt. Passport H10395121 (Iran) expires 18 Jan 2012; alt. Passport K11946257 (Iran) expires 27 Oct 2012; alt. Passport X13567677 (Iran) expires 02 Jul 2013; alt. Passport D14818825 (Iran) expires 16 Mar 2014; alt. Passport F16438158 (Iran) expires 18 Nov 2014; alt. Passport R19234531 (Iran) expires 02 Nov 2015; alt. Passport L95280222 (Iran) expires 23 Jul 2016; alt. Passport L95273714 (Iran) expires 22 Aug 2016; alt. Passport P95418009 (Iran) expires 27 Apr 2017."
15989,"COMMITTEE TO DETERMINE INSTANCES OF CRIMINAL CONTENT",-0- ,"IRAN-TRA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://internet.ir; Additional Sanctions Information - Subject to Secondary Sanctions."
15990,"OFOGH SABERIN ENGINEERING DEVELOPMENT COMPANY",-0- ,"IRAN-TRA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
15991,"MIR-HEJAZI, Asghar","individual","IRAN-HR] [IRAN-EO13876","Security Deputy of Supreme Leader; Member of the Leader's Planning Chamber; Head of Security of Supreme Leader's Office; Deputy Chief of Staff of the Supreme Leader's Office",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 08 Sep 1946; POB Esfahan, Iran; nationality Iran; citizen Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Gender Male; Security Deputy of Supreme Leader; Member of the Leader's Planning Chamber; Head of Security of Supreme Leader's Office; Deputy Chief of Staff of the Supreme Leader's Office."
